Gene	array1	array2	array3	array4	array5	array6	array7	array8	array9	array10	array11	array12	array13	array14	array15	array16	array17	array18	array19	array20
13	-5.80220955054122	-3.9691280351922	-2.90203966048481	-2.73242143320153	1.12118867543391	4.23692839706191	5.18534727566485	4.5348449996065	6.30144844707484	5.79702028527119	-3.44714611996868	-6.54352836364538	-6.04285662127597	-6.28931102847594	-8.22468680112156	-12.0483530314202	-14.5626241877224	-13.2126884884662	-14.9437314404098	-14.6392410803044
14	-1.54476647450835	-2.18717175588483	-0.557765348218631	0.853953071202094	1.94950320706299	6.76335512761745	7.23602214976091	7.02399849828613	7.9432698011656	9.53710656101106	-0.185640858887517	-1.92387057548262	-2.04240490608792	-3.18913427091219	-6.22896900288796	-10.4935902856742	-11.3047624680799	-10.4936585221338	-9.74895923988707	-12.1606747575694
15	1.28010699447359	-0.498398863039814	2.34290130593386	2.16990925370363	5.39515323096444	9.27928765320306	7.3236782746188	11.8063592450968	9.0240944741265	9.52397465688337	0.0787438811392027	-0.363300291056237	-1.14456916606964	-2.26336032069872	-4.52649075776612	-7.45161577399586	-8.99487586779121	-10.0731512330311	-9.48930455847946	-10.4198552285447
16	-0.237834769791826	1.11941397293072	-0.0997318051921884	0.575276477148693	2.86056128032115	7.82702304397264	8.70687861965046	7.9251365146013	9.75147404671962	8.22122560171396	0.761032982453536	0.74390404821078	-3.5482189432514	-4.00816452151572	-6.01886801408264	-8.146524472169	-9.70227236287336	-10.6831872462061	-10.1625599458261	-10.0011027184243
17	7.1216548693037	6.72673980534987	8.02789582917449	8.59714494424782	12.0098052527142	13.2028354045389	16.0403681572041	15.6478176981664	16.0058236141472	15.2831020087167	6.08493665332354	3.96221124739304	3.26921669421418	3.63350525611550	1.28872586628804	-2.48505783410478	-3.56012731329996	-3.5556672849689	-3.93155735863702	-5.73206336135067
18	-0.375754005758656	0.229085755949149	-0.0124158844438166	3.21630675284779	5.37966828515438	7.84748431089677	10.5146731121223	8.67378637534775	9.51132039082007	9.452814385532	-2.35188932314664	-0.485028841068753	-2.75041594074008	-2.80537732282765	-5.65715727076908	-8.70994172021794	-9.8645635484411	-10.0253484811884	-10.6695787629639	-8.75681969586142
19	-2.18567838699631	-4.91672487684187	-2.54470572173955	-0.440402297034423	2.04377788867019	3.91995577956756	6.05569809282325	8.92686422217933	7.95605404039363	7.66095079125653	-4.17749687499665	-4.28933961093614	-3.72640645629066	-4.64720722000439	-8.49969288598276	-10.9394870054870	-11.3897464150183	-11.9944914889905	-14.3181059887283	-14.4988398908338
20	-1.79466814337316	-0.534423894598757	-0.441615498704888	1.90562093923292	4.37057535101027	6.98631307114943	7.67955468064041	8.63415759146228	7.73491676344962	9.27605976121654	-1.89336089110887	-1.70252084959618	-2.31374967284188	-3.14826048496851	-6.92406530315166	-8.96563196075038	-11.6396789053825	-11.1712490196502	-10.0887392168847	-11.2691371829479
21	-1.03501400419343	7.73600259382307	9.2392717735756	8.8432368132839	4.1827975333282	2.65598637069108	0.877545748960713	0.0731140445040486	-0.808048343256278	0.529310147558174	0.461073705838537	-0.0163166831255022	3.33607766278554	7.65098604517783	10.7932235682967	11.0692707506012	7.08601022882054	4.17324471118639	2.63948284851425	-0.451468675024993
22	1.55363494153674	5.83650588477574	11.1857278022174	9.32417081579261	4.90981167449602	4.01034644387277	0.407981530380563	-0.833570354962044	0.985174606629647	-2.23621409884937	-1.05997654382488	-1.65337237686720	3.88094260582386	8.65076181418716	10.0495514212276	9.37627778938367	7.1943993302894	6.8670175556375	3.98881997317588	0.171958360730904
23	-2.34353135791970	2.83856778959265	7.22061017155468	7.32641065762792	4.21558006380651	1.13911457151269	-0.64587341807973	-2.75538312072935	-5.05422317558478	-1.12741197162329	-2.93885616681995	-4.43867162769834	-0.606775533476991	5.44520364893819	8.27944286162862	6.7558045885866	3.75067541011526	0.975216797306935	-0.924175301729392	-2.10588819825932
24	-0.628331112234784	4.44084063562086	8.60231153804774	7.70579817743441	1.64253246193008	0.0248957011510651	-0.76715515325023	-3.3498878926917	-0.76992111381963	-2.48675298710469	-4.80672545799618	-3.82372773348784	1.12358896428172	7.4648827731469	7.42391964269707	6.95605724447064	3.81436503282746	2.10128955542312	1.51150449948724	-2.55447121195282
25	2.13769720881775	7.04557535105516	13.8755796076310	12.0216399053297	9.08243901277206	5.44132494905058	3.9799275332691	2.64554029062462	0.915061401832152	3.81457404179325	0.620977480814154	3.58817500888935	5.18851342890327	10.0655999769296	12.9479158875449	13.8679153359386	10.8677069649959	7.48481672007025	4.75245241705661	3.76256332416082
26	2.95705907492712	8.47919868767377	12.7407811256589	12.2186171907674	11.6668197915130	7.68759689005803	3.85511323637171	4.18864037986584	1.56272690151739	3.29964000822163	2.03095956922756	2.94232091183497	6.39201707814966	10.4937897037738	13.6956134521153	13.5764563177214	9.71749642120278	7.86757821156971	6.23814713775274	6.08141304441882
27	-2.52636482039207	4.79127951610278	10.5661818260848	9.52762066783843	5.72370929221164	2.26217638831165	-0.346569044629176	-2.14576244733247	-0.208728249494973	-1.44444283358045	-3.15954843033303	-1.55960143059521	2.3950140985585	7.72751730988226	7.53119903485443	8.63093943933908	5.44440798577291	4.54551287851891	0.678119378830644	-2.31403101701827
28	-3.55110952505920	0.964460374037325	5.66168040340616	5.27926373395478	2.07408402506006	-1.40146884739640	-2.99853482056911	-3.06569265871139	-3.41989750238713	-5.34865803369952	-4.92324785171903	-4.1748186111701	-2.14150942002327	1.84952943574269	8.26412083644716	7.15220806384181	3.84862456154613	0.259648856160319	-2.23707481513037	-4.49312793385087
29	2.32633159834599	7.82040512173219	10.6732404335721	11.2856056310938	6.05084983619998	4.40184982655812	2.62897109834407	1.79703418214547	-0.198767295861591	1.87819613011279	-0.0910068609031226	1.76261889414491	4.99742591459531	9.3994648283945	12.3742795871930	10.7485764195716	8.5446959606359	4.96276158549021	5.51300634935162	0.963379367160092
30	-0.983772116894345	5.98673594262552	9.5199409426547	9.23697614422526	5.73218023746494	3.2681803146613	1.58884662691858	-1.13589822413068	-0.18973133070605	-1.14544467079574	-3.26441732483229	-1.27273826863790	0.594822139270379	5.96590241303894	12.2967547478571	8.93289755959993	7.65565305541392	3.54390052111795	2.38941195120066	1.42412127034692
31	8.32934050174188	8.12708503017081	1.54326713864161	-6.4085190562823	-8.33970588715762	-2.03246418902733	7.51764414623737	9.20778765183456	3.24643518120350	-5.88351904445839	8.26406776630631	3.43715267578822	-6.75037704808894	-11.4569117813894	-4.39664656543433	3.17343931691112	10.3635270042986	6.64510897510065	-4.77736460514672	-11.7309703156133
32	7.83661982840118	9.87810957280745	1.90496083373246	-8.77872869451346	-10.0994042178465	-3.72754988517642	5.53905282462855	9.04682683504553	2.95534055928334	-5.38374999913538	10.4758963381161	2.08552831330539	-4.24419782287883	-10.6112004563951	-6.74304066698176	4.20987808460691	9.51036507779418	5.5703625993862	-4.65511579366639	-11.1182995016731
33	17.1265495391204	16.0258178328342	9.2441065838587	-0.162885444697324	-2.27384509146142	4.52175217346785	13.3559716379575	16.148741313737	12.4582459397452	1.59821901138097	17.9610314953989	9.49247489792545	0.704279224832622	-1.42862548987751	2.49593396885676	12.6230473459404	15.7579664977774	12.4065477377292	4.08207852481862	-5.3055350547015
34	12.1434641507492	13.4010898138176	5.49142168088074	-5.28288655318488	-5.86253017762482	-0.195359901022915	9.6199521490935	14.7990817035477	6.87047077221937	-0.137797955982318	13.6913143950326	8.91961184571588	-1.48549194460147	-7.55517609871734	-0.673122712444143	8.51385693697738	13.8155951712109	10.7488148371982	0.329919376978990	-4.78235000396714
35	13.2088239142359	13.9208870937827	5.77955970750155	-1.30408250886744	-3.61453755829395	2.53074832812415	13.8932036126589	15.3149562614996	10.5752597962862	-1.08333819934431	16.3319002987632	8.82200541773792	-1.18071617322324	-5.88481533328553	1.90590213535586	9.88713682846023	14.9943780656563	11.0495531817114	1.31928793809071	-4.65232994004386
36	14.5210931403414	16.1241856411089	8.83653125711096	-0.339324341017829	-0.553922258612804	3.46638901339774	12.9734927581437	17.8225986812903	11.2572102754243	1.11849925189303	16.6027179536478	10.6696085585331	0.939167371002424	-4.7636099598347	2.03907645234529	11.9679124018950	17.4123396968223	13.6498862860334	4.59191202578765	-4.00217358096186
37	3.75408204322374	4.67529516805809	-2.58798275562887	-11.3902593875998	-14.4739714925153	-6.7781423661891	1.58533241498581	5.69721049085621	1.19286674390984	-9.7522967337586	5.14390069730324	-1.9958441518881	-11.4068615481586	-13.7314146223552	-9.65266274337703	1.11334886434422	6.42400382163238	0.714634739564033	-6.89356964854208	-11.9398809281567
38	7.86773462	8.50158855953758	1.73957600496925	-5.63975469283676	-10.4151988957070	-3.28774902250556	6.12078213058855	9.58659534716284	5.1862514653805	-5.66189979897397	9.6138922550987	0.94699198994692	-7.9185444781588	-8.95913249582528	-4.96377092028318	3.84702153226873	9.99021428327727	4.33952180257471	-5.62018583841463	-9.96344329595589
39	7.7923852200654	10.2582330424232	-0.141045557662944	-6.91148260619197	-10.044782243572	-1.40381289065205	7.76470352014299	10.0504576234321	5.8671344916399	-6.46818967823467	10.0159956442082	5.57576237084734	-4.51237383716633	-8.68625709242922	-5.19279073539855	7.69726900231955	11.1357170693970	6.17801190715275	-1.67701327542983	-7.70444879689258
40	-0.298852399957459	1.35096023947555	-6.17891319885739	-16.6866345217992	-18.1560486298829	-10.8344376382758	-2.00079512435695	1.57125649509607	-5.24935156735687	-12.0452633513884	2.91713071101008	-2.99400490209774	-12.8202653626048	-17.2544636643776	-13.1863549983135	-3.66371951239260	0.854243955456909	-2.11259131212087	-10.9754085805338	-17.3096523050436
41	4.35193430931831	6.11632923791142	-4.00523820710845	-11.4618797033351	-13.1650611896438	-7.45612939294014	2.22893248464998	7.38475493112865	0.852579512209833	-7.4521743667193	7.24035834032076	0.174732962666806	-12.610620782407	-13.7288341176566	-7.82222950032805	0.86798198697359	5.5654852412925	2.57887023495588	-6.39435956985045	-14.6263635912792
42	7.46487788667909	7.85790123257053	-0.276465144961233	-8.13111791863677	-12.0560188597424	-3.98935314365133	7.20800440690136	8.92717120139604	1.61362324159824	-6.39383030486902	9.18726547033253	2.65358289473766	-8.07898013373247	-12.2414386473557	-5.71155629819102	4.3853088478079	10.0498768981085	6.61702846698113	-3.40329556793188	-8.04554834152836
43	7.63097318614664	6.31714622031665	0.987157874470644	-9.117624199939	-11.8287746592418	-4.85708791122634	4.57526175095122	9.14607245203112	1.34535907749607	-6.13809652944037	7.45306279203177	2.95760449983307	-7.45367368800215	-12.4047365327572	-7.38062172343108	2.63534090362792	8.64317846473734	4.22937130846455	-4.80259877160798	-9.99907285969088
44	11.6459224880963	10.8181453627643	4.69228226091805	-3.19673863322266	-5.62642370188835	1.14995815235163	11.3517828376200	14.4832351978565	8.10902291378454	-2.42576362214862	13.2332095151008	7.04657565248935	-4.53590746881231	-6.90530095487676	-2.46596767901506	7.74602007514328	13.7788593930619	8.59668625949779	-0.107590374237088	-5.64094622924411
45	16.7523447829100	17.8233691033018	10.1238868178412	-0.659511446782558	-2.52824781612290	4.86723166507784	15.3155559342576	19.0662952645251	12.0940583099536	2.38558980543109	18.2077705401818	11.6860630916690	0.95186682757282	-1.07930051277861	3.66589197290026	10.5853742491375	18.5860143539813	14.0566699174327	4.20118493892879	-1.87020050806682
46	7.84789551150195	10.3929212239935	1.29780051622682	-7.90025082481655	-10.0784224218244	-2.88275002092428	6.85585795672611	10.5811825056912	4.51073353785732	-5.43702354435649	9.96596419564627	3.51120833286063	-6.60705097995989	-9.7917039907561	-5.82429511036809	5.55830390309769	9.84664342773893	5.2132435742419	-3.1043027345316	-9.20125347876368
47	11.1466879322047	12.2627163354098	3.80717988332784	-5.23520473187113	-8.40889316998017	-1.99872628112902	8.55764028669524	10.0041407871536	7.03601998749922	-2.36407566915596	12.0181714580336	6.98618747114696	-3.42744209035903	-6.41764430320394	-2.32227819455086	7.38702593397151	12.726408835169	8.34416082671294	0.340903076292236	-7.52346177181719
48	9.5528792810221	11.1159835437361	4.61942488408677	-5.2163306625356	-7.15736594777094	-0.609462667375122	9.87099262939007	13.2675471791249	7.2717082969071	-2.67235646029865	13.5029525294925	8.50275426251844	-3.77371795393304	-8.67600651787393	-3.98917047972906	7.04700212343833	12.2336262352443	9.4221212564842	-1.87917297489252	-6.50556829556212
49	8.38746176699917	9.30875151408214	1.21515023849312	-6.79243396841841	-8.07289461687941	-2.06354022920928	6.19991583153288	10.2111022834583	4.46507415710018	-4.34641723512476	9.52304786807557	3.5335382184388	-6.49037629668248	-11.6012134048294	-3.60240609050558	4.11801843151154	11.0102778235012	6.12491590323161	-4.78854115514566	-11.1424627880407
50	6.15808636519905	8.41635315359275	-0.11098114239284	-12.4134790809330	-12.1882199125488	-4.44601890117353	4.76643935721203	6.10539602183566	0.750959559172558	-7.54517281822255	7.57967124909978	-0.515681852827781	-8.8147245391873	-12.0278825121157	-7.84784405725088	3.78026167291594	8.09587481823375	3.38900654089275	-5.38667402952952	-11.9032716168036
51	-6.95218275016151	-3.6781013115869	-2.28212913661552	-1.50868923957548	-1.30867088110731	0.768314397072992	1.08672396986864	3.23112163727783	2.81087759104686	3.66874433396656	-7.6306607030762	-2.87509211024885	-0.418899550940584	-1.31585213057339	-1.25999473539484	1.0466607798745	0.0359809297400329	2.38498050822189	3.13046285459391	2.82250542867712
52	-2.06779927850920	-0.327605197262803	0.757154438119271	2.61006038716263	2.44059640154860	4.15030308096223	5.80187741873776	6.1376126145428	5.26141742527105	6.15552855966688	-5.50034454363353	-0.612093143136458	1.84894344826515	2.09457172347013	4.05167873590419	4.63744854948009	4.33794086949768	6.46205840225737	4.13004187038403	7.03981014366732
53	2.28990112566933	6.5517886024319	8.2946850401647	10.8898269748294	13.4431658495150	12.6875502706441	11.8165790255149	13.2500770253935	12.5071637886053	15.8362796517981	3.01863079740461	7.46755903969322	7.6799140466041	10.5120176486975	10.5161868236910	12.9012371244574	13.5910508704035	13.5302341374607	12.5425871359019	12.8377212990417
54	10.5076212196978	13.5499443426069	15.0939203480810	14.4323526062214	15.8057703500858	16.8616734594176	17.3763617302982	19.9746671652227	19.5344527409751	19.9229599748605	8.5598195108011	12.9980898149401	15.5898350272293	14.5542219196760	17.1425983098965	18.1653155405326	17.3846194405276	19.9093256332409	18.5365702865188	21.4681417877681
55	-7.54437149379655	-5.40424272595743	-2.14085782122905	-1.39779951643845	-0.172239053530586	2.04148249363098	2.03297602145866	1.64447326624434	1.84873989899899	3.22009049406401	-6.5679834240897	-2.21880221551773	-1.14201295954492	-0.0135243689759612	1.19339759785902	-1.65349010379232	3.33538723772855	2.91949525598804	2.6202586075775	2.23920298682977
56	6.32130368973005	6.80444958548027	8.34282922094438	9.02534001413663	11.3218544218430	13.0265665397513	11.9299280825260	12.0697318409819	13.9911423210339	13.3541640876002	3.97973885571632	6.97270160978068	6.49019081318772	9.59001952783205	12.2463947141231	12.0961821985311	12.5653313231357	11.5129283616734	14.7636571481091	12.6815696965984
57	3.74345490485582	5.13656633095379	5.5198087651236	7.98895608983396	9.52768435566245	9.43330526160289	9.5628083630669	11.3118309051538	11.3708536552407	12.0691105151225	1.74379268336297	4.86348327932835	6.59651682717344	6.02076449262801	9.092041971977	11.4506122912896	9.62933805810066	10.5734741872056	11.3807834929401	12.9223242747974
58	-2.04919013089183	-0.199941147858563	0.0704187560227751	1.52665646782414	1.42397812650168	5.95693140568529	6.16842007568546	5.27208002601276	5.63626551462448	6.94716877730428	-4.58759433803100	-0.0874415287916013	-0.669237309852693	1.76634810721732	4.42697347651295	2.41981418344242	6.05194276882304	4.933658825564	4.93395605856731	7.48936515780239
59	5.07436561125461	8.7486244390487	11.1354646267894	11.9903239385050	12.7682593989760	13.3355666583787	15.2955368299559	13.4459248317626	14.984973744593	17.0077779438470	4.88934052510992	10.3346322691074	10.0798304534120	11.9958268040343	12.4470021677476	12.5109883790969	16.5970624956954	14.3467293976679	15.0026604234348	16.3894780141676
60	3.76424301427855	7.92192060102227	9.07962899204681	10.8160970689185	12.8027426851418	13.446829537462	12.9175246288180	14.5698248182569	15.4031557642262	16.0840635866225	4.83506992218149	7.38913858603011	8.70988778682421	8.65264725199792	14.0713783161142	13.5379321071872	11.8577069448824	14.1239476905132	14.3576426743629	14.7888807616052
61	-1.14077968620404	1.28664692923548	1.75978206607834	2.91700015678819	4.74789304329425	5.1750056204931	5.20316043053964	7.53442246737272	6.37146392971186	8.43657701309635	-2.22093020296897	1.23247858067686	1.04088468412714	4.01201276672999	3.95939327475488	6.17289487552845	6.92044437192864	7.20002021501496	6.21274844098717	7.02949214319584
62	-0.074997841479742	3.5779782325319	4.1791251666226	5.26222694318277	8.17026563281012	7.72571009188965	8.21729266026678	10.6181655889344	8.52568704448068	8.93983392413404	0.845108694116704	5.30295306247514	4.14417983937079	7.00910991062204	6.31474756793324	8.24626144220326	8.47694248186574	10.6283736764797	10.2626065826702	8.83639317778719
63	1.51830808233963	5.02031216574975	5.80870669485748	7.92202429640605	9.95404410192305	9.75745852286913	11.0102768924177	9.80525818602767	11.2264888363125	10.2765064498753	0.162217012529428	4.1821164836736	4.69799413008002	5.8457241492004	8.5053410152974	8.34615694991566	9.72837657491269	10.1516216331344	14.3370660659291	12.4320556357780
64	-3.1934296070958	1.09859655492639	0.545351045771784	0.938061159944004	2.42282346105858	3.84470755960984	3.31239705021875	4.53768839527936	5.07488273811651	5.86945869610655	-4.5999585829342	-1.40335460353569	0.942565915389916	3.08885863385257	3.11744859897150	1.87567736892839	5.11510630241771	6.51755139713545	6.00890604317886	6.1335209607257
65	5.01582962013932	10.2456682004124	9.84278770243993	11.2941926559408	10.8799980542537	12.8983429767639	10.4226168528445	14.5175448248624	14.18324858742	15.5573368349493	4.36303154697447	7.19848392374448	10.2800037614895	12.8159080444034	12.497710908233	13.96476796819	14.5832593687356	14.3693514720593	16.3626484407785	15.0152234397482
66	-6.3745546249831	-4.29833715476994	-1.07697975797176	1.6579370846586	-0.00367527004852164	2.23076569328494	3.40823499928565	3.56302211067561	4.60332902084936	4.75386325054411	-6.52038509772637	-2.52439060472105	0.174183675985059	0.0904034088439118	1.00247695107660	1.66709731007020	3.44627420718859	2.92063119425483	3.83787458127729	6.64497154562573
67	-6.57560977894586	-1.87216330242403	-1.35559200071377	1.43804200124248	1.30975294060949	2.30176161136847	2.69134428995757	3.96581880974068	3.74432129383567	5.73458102833825	-6.84755193890237	-2.46466643151843	-0.98207361101113	1.32194353603146	1.12081729386557	2.72644696394708	3.17191239157349	5.37284877228299	2.74942192056487	3.52820722530316
68	7.10437136514634	8.73863110172407	9.48721346500864	13.4452926782891	13.9960591625445	13.5323101686172	14.7456463846920	13.8953990034035	17.1825228965858	16.5030973057755	5.51448154109625	7.43019872335966	11.8185473751411	13.6270318790478	12.2384727888201	13.7565154374462	12.6353820920976	15.1185276163037	14.6830639002881	14.3453585920569
69	-4.54665552069155	-0.896920543553769	0.879685243473047	2.74964957121519	2.18001307603047	2.28131245353588	3.35489603437215	5.29504389866137	5.18596732122176	5.7937450677225	-4.92352577536856	-0.475211790160416	-0.0267544226377741	0.793973919730429	3.07508774835574	4.62084163842838	4.94564277177173	5.14730247039049	4.4163499882381	6.87259600603227
70	-5.88016518545728	-3.05753798139105	-1.78760373010300	-0.620770304212023	1.07416288808306	1.83484426946017	0.240718288400226	1.82666671142872	4.06631165228554	4.66808375027643	-7.9863219296145	-1.64302248647281	-1.79972691747797	0.682685484274165	0.698636354214111	2.30487610046511	2.68861043499925	2.68776315548279	3.99914903882634	4.63142949648789
71	-3.88807197480318	-1.74282386334324	-0.884764599812989	2.51945155957195	4.76152780147632	3.55964135147863	4.70557806033181	4.14738815609319	7.17872409346541	6.23304712484185	-4.93551833125494	0.208324343458859	1.54913379990803	2.9266336210112	4.89635874352243	4.72450258263107	5.17861104481019	5.04252834806457	5.64454273045918	6.6743384927234
72	13.1959598671394	16.0436096485353	19.6906971476795	19.674978642886	21.1040742780958	21.6206919658541	21.4557364915235	23.2555329790287	24.3498547149237	23.7412399246736	14.1339590121420	15.2535329237926	18.5579595975446	20.1587523609883	20.0545573613926	19.8845702028301	22.0939083302977	21.9737474412138	20.7010067468111	24.0775715324601
73	2.14248208028495	3.42050367949600	5.7459376750579	7.0543913243978	6.34686032715797	8.68567575654786	9.19968238781949	9.640758410223	7.91122913405636	11.3961501669562	1.13850463133424	3.79652624537590	3.99026244954961	8.79187424461629	6.46891044190853	9.39985506379322	8.5547587055393	11.6367415825550	9.120320391596	11.2320468824905
74	6.8367137743867	11.1553557088266	10.7817794862098	13.2417623143697	13.3396296748550	14.5925543971260	17.0236693663698	14.1672423087218	15.6746284542674	15.8023556262027	6.81692494343766	9.17690109346429	12.1714495040118	12.8641679514173	14.5571430851690	14.6530063798730	14.7176247567099	15.8445763549130	16.2796719462562	16.9509517435901
75	5.4185385922192	9.0883168821572	9.881047350523	12.6963723564499	11.1042481198929	12.7689334550480	13.3845661349528	14.0666615389905	16.0412742197312	16.9124839615352	4.36417877019872	7.49588337559526	9.737449152794	10.5049231487008	12.2755760758498	12.2895059509657	12.8681986826080	14.7398495894093	16.1548253936052	15.4172833455237
76	-7.04027213338869	-3.16406970727735	-3.18984019385270	-0.229070330516769	-0.726518152660622	0.0472130478585742	-1.85798207778264	1.97777730934542	2.47139835819379	3.49386602625466	-5.81840252828862	-3.36414189337389	-3.54190362230008	-2.42118171657773	-1.49171693441313	-0.524527187255843	0.436080128310454	0.747993111689352	1.80470909835249	3.37862158678413
77	0.901073458427414	3.75946420919804	6.92755576331908	7.1558707885768	9.4976372780522	9.26132305415831	9.27598172865513	11.5266619445096	11.3695633547248	12.2376132209497	3.15884409347829	4.9979142047375	6.28588167059014	8.10261714463304	10.9171165264624	8.9615407451185	9.55586109142682	10.7599979653245	11.5233273652301	11.8596254309203
78	-2.65953340689413	3.00643990048104	1.57041768270472	4.41787378037171	5.88348541288652	5.05884004911414	6.02241519978934	8.38550431703236	7.15730723358532	7.98877394427383	-2.20393252149363	0.751817617593546	4.01404151929183	4.30958888754041	1.89371815271964	5.82138102018417	6.62846837122123	6.78322186372521	7.06300703647754	8.92794877065983
79	3.17456648097632	5.83769987971886	7.97719635213244	7.55974826655673	9.70552998591122	11.020374984743	12.3980209270535	11.8709470764989	13.4520799410623	12.7052561299132	4.15140164994554	6.45672372602223	7.59306846131455	8.54991405986692	9.36894432858319	11.8912622706642	12.7858818973746	12.6111513449145	13.2726981674393	13.4703846098621
80	4.61935953418534	7.49993448286219	8.18828522287061	11.5231416159695	13.4916349918513	13.5858965699921	13.6674814540735	13.8464587354581	14.7375819607166	14.2492915116947	4.89532279172703	6.84969512867923	7.5302076188592	8.55020546925735	12.1798052280383	13.6509159526017	13.8684041566934	15.2966294745708	14.6596595380575	15.5212079920644
81	-1.89105424889204	1.34836398329247	4.00754998757662	5.15581109533377	5.78302305842583	6.65710105438547	8.04194394803183	8.50540946171099	8.79641955981574	10.7568664982723	-0.498297249687583	2.97855583942845	4.08377937709504	5.6614002055227	6.06043931815274	6.8214751554904	7.15698465499099	9.3647148947006	6.73781223948283	10.3373697682277
82	7.376595111756	9.4814806221663	11.9728519936379	13.8464062910569	14.2727757890099	15.5784983183656	14.6979181070804	17.9607423236526	16.9045218007566	16.2446133631722	6.41897346818607	9.78404838024582	11.8151894527897	12.1407601284075	14.1734004260590	14.4136335307426	17.1236689247843	17.4430470707493	18.1695980802756	17.3368644387721
